,_id,azienda,link,luogo,titolo
155,a_1c10faaaeecf488c1f1da548bdaeb6e1,Bonfiglioli Consulting,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Bologna
",IT - BUSINESS ANALYST
156,a_92d4549a43e7c4c2e845a49ed70ef5ec,Adecco,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Foligno, Perugia
",Software Analyst
157,a_42820270faea93d2575b5025d2e0b9c4,Hays,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",Senior Analyst - Statistica
158,a_03ebf8030f79dadc2d3f49b31cb92d2b,,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Categorie protette - Junior credit analyst
159,a_31378f9f2881b98c70ef756b6f71c375,Max Mara,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Reggio Emilia
",CRM Analyst M/F
160,a_2c53e4015e746354b9f8420cc0ffa520,MailUp,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Business Analyst
161,a_24e8a554c31e8c4fe33010dab3e3887c,Manifattura Mario Colombo & C. S.p.A.,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Monza, Monza Brianza
",Business analyst/analista di processo/analista funzionale
162,a_35a319998d1e38ab417270c1aae0565b,Pro Web Consulting,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Data Analyst
163,a_9c6d379feb1d7ab1816eff3520e3ad74,Allinance srl,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Lombardia - Piemonte
",Business analyst progetti ICT
164,a_bc245f899d2aed09c311bc111137adec,Gi Group,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Lombardia
",QC Analyst- Origgio
165,a_04de187d631e8f7ef5e5fee3a23c913f,Randstad,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Vimercate, Monza Brianza
",Credit analyst
166,a_b7b47fd18a90115f0634ca6364de4d33,Page Personnel,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Provincia di Milano
",Claims Operations Analyst
167,a_eee366af23ab52b0636acaacb5e8a15c,Page Personnel,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Provincia di Milano
",Project Analyst - Milano
168,a_7447be2fe56ec460600308943cd1e1f0,Joma Servizi s.r.l,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Modena - Milano
",INFOR ION Analyst and Developer Modena-Milano
169,a_9716e720f39f65efd46809a156fa283b,In Job,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Suzzara, Mantova
",DATA ANALYST
170,a_a6c3c69665ae2da3162f0c0b42828acf,Alten,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Business Analyst Junior
171,a_9e90aebc17cae3e6c6cd50ce181aaeae,Alten,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Firenze
",Test Analyst
172,a_46e5b4f8ada39c94f39e80ab42176fbd,AGM Solutions,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
San Donato Milanese, Milano - Torino
",Security Analyst Senior
173,a_ee1894b3193088ae67a410e999bc1188,SERVICEIN SRL,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",DIGITAL SALES EXCELLENCE ANALYST (INTERNSHIP)
174,a_cf5a6ac93a71f2878ce4255918c9986e,Michael Page,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Senior Data Analyst
175,a_800e47bd10a922227d99b7d2857d0dbc,Edison,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Marghera, Venezia
",Business Analyst
176,a_6b7b2040dfef200e1c94c683e9a3a1c8,Verisure,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",JUNIOR ANALYST
177,a_3d3a484226126e83f3f9c835f19aa38b,Gruppo SCAI,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Junior Analyst - Analista Funzionale BPM
178,a_4f7eed1f8fdea6532e0f4a5c35663356,Corneliani Spa,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Stage Junior Analyst
179,a_e01374aef39ebc8d105144ab561420ed,Calzedonia,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Avio, Trento
",SALES ANALYST FALCONERI
180,a_c7a0bc8dd7b7d770db8b3998c5070bbf,Intesa Sanpaolo,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Asset Liability Management Analyst - stage
181,a_3693d5ea5ecb5002df4ae3eb0c5617c3,Spindox,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",BUSINESS ANALYST
182,a_2c6c4174cb6758d1324354d771e28885,Spindox,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Torino
",Functional Analyst
183,a_f8639386429f83f14143cde88b2835d4,Openjobmetis,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Lodi
",Business analyst
184,a_7cb1561fdb771b4396ba609f4007611d,Gi Group,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Origgio, Varese
",QC Analyst- Origgio
185,a_7078434ca72e6833912d0cce4db9a057,SOA Risorse Umane,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Bologna
",IT - BUSINESS ANALYST
186,a_1e5fb05479531f3eb9965d0ebe37a7df,GIVI SRL,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Flero, Brescia
",Analyst e Controller Vendite
187,a_9ab5b5e968e002a225b29c33b51f9d2e,SHARKOM SRL,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",STAGE SYSTEM ANALYST
188,a_8d1acae6a41a27a54116591326c06d72,SHARKOM SRL,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",TIROCINIO CURRICULARE SYSTEM ANALYST
189,a_0a40af462d58f619695f4a7b4c9f8f9c,Adecco,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Foligno, Perugia
",Software Analyst
190,a_61f7417bff08707ed5cc819f054e0399,Action ICT Srl,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Bologna
",BUSINESS ANALYST- BOLOGNA
191,a_d994d1a379f6567018928c2dd5b2717a,Randstad Inhouse - Perugia,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Terranuova Bracciolini, Arezzo
",Procurement e Logistics Analyst
192,a_c1f6d50fc687ac6836b4240717cf7299,Randstad,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Bomporto, Modena
",DATA ANALYST
193,a_1f3facfac9051b15c0dc669f817bd46f,Page Personnel,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Provincia di Milano
",Demand Planner e Retail Business Analyst
194,a_d49eaf5e955bd3106caf4510758ad60d,Masterandskills - Sapienza Universita di Roma,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",Real Estate Analyst GABETTI: STAGE di 3 mesi retribuito - Master Real Estate Management - Residenti Lazio
195,a_8dba23627a714d5dcd66d9f56bb24696,RGI,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",JAVA ANALYST DEVELOPER- AGILE METHODOLOGY
196,a_fe182b80d19cc9ea51aefff21f4a40a8,Spindox,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Torino
",Functional Analyst
197,a_7a8bb4e1eb352d1291b627292d97cacc,Michael Page,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Provincia di Roma
",Marketing Intelligence&Strategic Analyst
198,a_9456818be0149f7420b3b3eddda8fc0c,Deloitte,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Padova
",Analyst Financial Accounting - Padova
199,a_6d6032a7934ecfa27cf671a7a7ccae47,Deloitte,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Padova
",Analyst Financial Accounting - Padova
200,a_5fa4d5dc60a83bbb0bd4d501d640c8ec,BNP Paribas,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Assago, Milano
",ARVAL - STAGE CREDIT ANALYST
201,a_09675d5b07ef9000be4b9cd8ef30e99b,TXT e-solutions SPA,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Test Analyst
202,a_d43602a82fdbdca1d44d59cdb35909de,Europ Assistance Italia SpA,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Insurance Data Analyst
203,a_cb55dc49b1b53f668999184f2a9fd299,AGS Advanced Global Solution,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Biella
",Functional Technical Analyst
204,a_a01271204e1378b998e630d8b298664e,Reliable Level,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma - Milano
",Security Analyst
205,a_e046b26a429bda83e195a160beb8974f,Reliable Level,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma - Milano
",Security Analyst IAM
206,a_a3435a29759f89d716cf625b819acc85,Nigel Frank International,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",Dynamics AX Business Analyst/Roma Eu36 - 55k
207,a_a0cc2cdc09b0054e0bf0ae62ec9dc0fe,Gruppo SCAI,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Torino
","SAP Business Analyst, Torino"
208,a_18d0ed7c98f2686a269c1a64deaec0de,Deloitte,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
","Analyst, Managed Services, Oracle HCM"
209,a_9535d11014184cbb8477a6635e426ad4,Deloitte,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
","Analyst, Managed Services, Oracle HCM"
210,a_9cf17a1cac7133e74a74a4ca9de68761,Intesa Sanpaolo,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Risk Analyst - stage
211,a_fb8802dced432ee7d2e96298fb305075,Retail Search,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Como
",Retail Business Analyst
212,a_cbc02c55abbfc3c7da0472d5c28d200e,Execo,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Sales Analyst & Support Senior
213,a_1257abadceb71ad63ecc9847fd2aff6d,Adora ICT,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",Data Analyst
214,a_986d893e9c67f7fb8c9ccf583cd56c84,B&A Partners,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano - Lombardy, ON
",SAP FI-CO Business Analyst
215,a_690d8cd03c6a860fa25fa679d7f952bb,Adecco,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Foligno, Perugia
",Software Analyst
216,a_0b5f143557b77e9fdf894325f7758fd0,AS Roma SpA,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",HR Payroll Analyst
217,a_c0e85648c13ece9fb2e0543ebaaaae4c,Calzedonia,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Verona
",SAP BUSINESS ANALYST- FI/CO
218,a_384c141717edf8c30296c8cf4cab3e6a,Fincons Group,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",N. 3 ANALYST BANKING
219,a_84408943bbda160488b116656d1dfdd8,Sogetel,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Business Analyst – BSS/OSS
220,a_ba91bd795c3c3e7096de638a8442123e,CEVA Logistics,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",OPERATIONAL ANALYST - STAGE
221,a_dbc706bda1447e03b61cabcc12930847,Immobiliare.it,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Dottori.it - Business Analyst
222,a_fc42d540713a5af32525b1c903862474,Page Personnel,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",CATEGORIE PROTETTE - Marketing analyst
223,a_645edcef6e6cea4f7f4002a692ccad8b,Randstad,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Terranuova Bracciolini, Arezzo
",Procurement e Logistics Analyst
224,a_708291eb20585cfa330404f71974c617,In Job,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Suzzara, Mantova
",Data analyst
225,a_48426a14f1f12f642ed64bd43fbc627e,Gi Group,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Segrate, Milano
",BUSINESS ANALYST
226,a_3c1c82d2554012d513b5c11b727f4dec,Adecco,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Logistic Analyst & Scheduler
227,a_ef9bca05ab4d640f68cfc64cb3ac9697,MAW,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Melegnano, Milano
",JUNIOR QC ANALYST
228,a_e8ec51ff4f66b24ee264c3a36649b6da,Adecco,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Data Analyst - Stage
229,a_80aa2703cb2df964d81990978a5f8b25,MAW,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Gorgonzola, Milano
",JUNIOR QC ANALYST
230,a_01b7c337e226d07fcdeca40713810364,Deloitte,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Analyst Financial Accounting
231,a_d0ce3c4169fa56132651e0c72f470b87,Deloitte,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Analyst - Internal Financial Controls - Milano
232,a_9d29dbb264474de95a50930ef5a7da22,Deloitte,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",Analyst Corporate Finance Services - Roma
233,a_96e751445e1f8ba1abc83c9139fa27c8,Deloitte,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",Analyst Corporate Finance Services - Roma
234,a_cd097b44e605d6b8e5ce51b4fd7648f6,B&A Partners,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Java Functional Technical Analyst
235,a_38127ecc2b6ddd10b03b506f1e3e85ec,Deloitte,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Analyst Corporate Finance Services - Milano
236,a_7f18daa34d2976dd2e8a7194495878d0,Deloitte,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Analyst Corporate Finance Services - Milano
237,a_e17ef307058ce03dc8bf87ef3c95230c,CEVA Logistics,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Lodi
",OPERATIONAL ANALYST (STAGE)
238,a_0591710f4f0ede211c122a0964c2578a,Lutech Spa,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Junior Business Analyst Accounting
239,a_87e562049adccb9b667101c977d808c6,Lutech Spa,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Business Analyst Accounting
240,a_fa292ee20674d527cb644099a547ffcd,Lutech Spa,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Junior Business Analyst
241,a_75fe65e017deab0fe6b262a6b321e8e5,Lutech Spa,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Business Analyst
242,a_3dd99570f21c57b1638d332efe7f0558,Page Personnel,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Provincia di Milano
",Equity Research Analyst
243,a_31016c61017b614122940bf66e234abc,EITOS,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Udine
",Oracle JD Edwards Business Analyst & Developer
244,a_09f8738bb245ef317ea59656c2fa7ba3,Knet Human Resources,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",M&A ANALYST MILANO
245,a_e0bc16605dfb99f9297aac5753237219,BETA 80 GROUP,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Neolaureato materie scientifiche – Junior Data Analyst
246,a_14d683f18eff835c54ba6230bcbece57,BETA 80 GROUP,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",Neolaureato materie scientifiche – Junior Data Analyst
247,a_1c3cfc294ca24428f1cf36d1b3d01001,Ithude srl,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",Business Analyst
248,a_19c980553f1d439011c8dfda4c0bc960,Unimpiego Confindustria,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Italia
",JUNIOR PRICING ANALYST
249,a_c2e8593a8bb3442f9df6c1c24e580d5c,AGM Solutions srl,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Torino - Milano
",Security Analyst Junior
250,a_c2ce062e9849ba67528909a20dc95ef0,AGM Solutions srl,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Torino - Milano
",Security Analyst Senior
251,a_3c2df2a2c6a9bde17d4fee9ed4613cfb,Adecco,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Torino
",QC Analyst - Analytical development Specialist
252,a_e006f0025a0c4d1215b2eda691199b2c,Intesa Sanpaolo,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Torino - Milano
",DBP BPR - Digital Transformation Analyst (Aree Retail e Private)
253,a_63feca488f231cb2d77e7378b7fbffa6,Etjca,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",STAGE MARKETING ANALYST- EDITORIA
254,a_00ce2f3b0b3865e91c2d29404074cb49,MAPEI SPA,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",CORPORATE BI PROGRAMMER ANALYST
255,a_c169af5409ed984d7b054c924ad0d726,Welcome Italia S.p.A.,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Pisa
",Database Analyst
256,a_2894e95c3226e29faf994bd0767863e2,Page Personnel,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Provincia di Monza e Brianza
",Business Analyst - Varedo
257,a_7162365385428295078468258b3ca053,Page Personnel,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Provincia di Monza e Brianza
",BUSINESS ANALYST DA SETTORE ALBERGHIERO
258,a_ea9a9d4f728e730d10bc0e565b897248,Michael Page,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Trento
",Sales Planner - Programmazione commerciale - Business analyst
259,a_6a846190caba754f9928121ce8a5b993,Intesa Sanpaolo,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Torino
",Categorie tutelate - TORINO ISP INNOVATION - Junior Analyst
260,a_4f8dc67d8f5cc308d275c80adf1c4999,Lidl,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Arcole, Verona
",Demand planner | Sales analyst (f/m)
261,a_cedcd4e553cde91e0b78778eb11d7932,Lidl,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Arcole, Verona
",Facility Management Analyst | Facilities Specialist (f/m)
262,a_eebc0c6aa718b570e03067b9cf90a22a,Intesa Sanpaolo,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Torino
",Categorie Tutelate - TORINO ISP INNOVATION - Innovation Analyst
263,a_ced823eea5dfdb1ebdb35f452040ad7d,Orienta,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",SENIOR FINANCIAL ANALYST
264,a_2220916260db7e0b36ca298e7bc2571a,Fincons Spa,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Vimercate, Monza Brianza
",N. 3 ANALYST BANKING
265,a_bb4cc58198b803b6fdcffd4eee555064,Adecco,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Como
",BUSINESS ANALYST - FINANCE
266,a_f82557b4726a0dfc970d37446e2c0928,Page Personnel,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Provincia di Milano
",Claims Operations Analyst
267,a_046c206bd8768e49c18eb2dd63027887,Axot,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Bologna
",Test Analyst – Bologna | Maggio 2019
268,a_4b8c6fe4b4c497faf2c26e71cbdf1354,Cerved,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
San Donato Milanese, Milano
",Senior Rating Solicited Analyst
269,a_91745c15c30f54311199ba017e5dbff6,Deloitte,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Analyst Corporate Finance Services - Bologna
270,a_d96ae159945589ff19daeb0354b277e5,Deloitte,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Analyst Financial Accounting - Milano
271,a_234b0c73b5b0bab48d04443cb318d477,Gruppo Cimbali spa,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",STAGE QUALITY & TECHNICAL SERVICE ANALYST
272,a_4ddf976f73848d3457cb04a6359a1116,S&You,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Bologna
",SUPPLY CHAIN ANALYST - IMPORT
273,a_01bcd541de85f5ded4071d81fa604a5b,Manpower,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Torino
",Credit analyst
274,a_9a43c790f4b91938517e37d0992434b3,Synergie,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Suisio, Bergamo
",DATA ANALYST
275,a_8e75d383ee88e1f0a5e967cb320d1abf,Gi Group,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Terranuova Bracciolini, Arezzo
",PROCUREMENT & LOGISTICS ANALYST
